Hour,Feature,Group,Mean,Std
260,AirLeakFlow,NotRemoved,22.232,17.306
260,AirLeakFlow,Removed,113.271,662.586
260,LOWESSFluidOutput,NotRemoved,0.0,0.0
260,LOWESSFluidOutput,Removed,0.0,0.0
260,MeasuredPleuralPressure,NotRemoved,0.688,0.164
260,MeasuredPleuralPressure,Removed,1.827,0.486
261,AirLeakFlow,NotRemoved,11.792,13.061
261,AirLeakFlow,Removed,70.27,423.952
261,LOWESSFluidOutput,NotRemoved,0.0,0.0
261,LOWESSFluidOutput,Removed,0.0,0.0
261,MeasuredPleuralPressure,NotRemoved,0.635,0.254
261,MeasuredPleuralPressure,Removed,1.855,0.498
262,AirLeakFlow,NotRemoved,4.785,10.97
262,AirLeakFlow,Removed,149.077,924.897
262,LOWESSFluidOutput,NotRemoved,0.0,0.0
262,LOWESSFluidOutput,Removed,0.0,0.0
262,MeasuredPleuralPressure,NotRemoved,0.576,0.164
262,MeasuredPleuralPressure,Removed,1.86,0.494
263,AirLeakFlow,NotRemoved,54.242,28.073
263,AirLeakFlow,Removed,146.131,925.319
263,LOWESSFluidOutput,NotRemoved,0.0,0.0
263,LOWESSFluidOutput,Removed,0.0,0.0
263,MeasuredPleuralPressure,NotRemoved,0.835,0.209
263,MeasuredPleuralPressure,Removed,1.877,0.467
264,AirLeakFlow,NotRemoved,7.452,10.298
264,AirLeakFlow,Removed,11.197,32.579
264,LOWESSFluidOutput,NotRemoved,0.0,0.0
264,LOWESSFluidOutput,Removed,0.0,0.0
264,MeasuredPleuralPressure,NotRemoved,0.724,0.407
264,MeasuredPleuralPressure,Removed,1.851,0.49
265,AirLeakFlow,NotRemoved,2.495,1.704
265,AirLeakFlow,Removed,35.049,77.939
265,LOWESSFluidOutput,NotRemoved,0.0,0.0
265,LOWESSFluidOutput,Removed,0.0,0.0
265,MeasuredPleuralPressure,NotRemoved,0.54,0.196
265,MeasuredPleuralPressure,Removed,1.85,0.514
266,AirLeakFlow,NotRemoved,2.435,1.383
266,AirLeakFlow,Removed,23.037,58.458
266,LOWESSFluidOutput,NotRemoved,0.0,0.0
266,LOWESSFluidOutput,Removed,0.0,0.0
266,MeasuredPleuralPressure,NotRemoved,0.581,0.126
266,MeasuredPleuralPressure,Removed,1.868,0.509
267,AirLeakFlow,NotRemoved,7.752,3.478
267,AirLeakFlow,Removed,46.415,213.068
267,LOWESSFluidOutput,NotRemoved,0.0,0.0
267,LOWESSFluidOutput,Removed,0.0,0.0
267,MeasuredPleuralPressure,NotRemoved,0.565,0.168
267,MeasuredPleuralPressure,Removed,1.923,0.522
268,AirLeakFlow,NotRemoved,6.831,6.132
268,AirLeakFlow,Removed,22.299,37.567
268,LOWESSFluidOutput,NotRemoved,0.0,0.0
268,LOWESSFluidOutput,Removed,0.0,0.0
268,MeasuredPleuralPressure,NotRemoved,0.654,0.166
268,MeasuredPleuralPressure,Removed,1.894,0.605
269,AirLeakFlow,NotRemoved,1.027,2.168
269,AirLeakFlow,Removed,15.244,27.047
269,LOWESSFluidOutput,NotRemoved,0.0,0.0
269,LOWESSFluidOutput,Removed,0.0,0.0
269,MeasuredPleuralPressure,NotRemoved,0.768,0.257
269,MeasuredPleuralPressure,Removed,1.847,0.549
270,AirLeakFlow,NotRemoved,2.615,1.875
270,AirLeakFlow,Removed,104.932,582.224
270,LOWESSFluidOutput,NotRemoved,0.0,0.0
270,LOWESSFluidOutput,Removed,0.0,0.0
270,MeasuredPleuralPressure,NotRemoved,0.63,0.131
270,MeasuredPleuralPressure,Removed,1.867,0.556
271,AirLeakFlow,NotRemoved,2.707,0.902
271,AirLeakFlow,Removed,63.236,360.83
271,LOWESSFluidOutput,NotRemoved,0.0,0.0
271,LOWESSFluidOutput,Removed,0.0,0.0
271,MeasuredPleuralPressure,NotRemoved,0.586,0.223
271,MeasuredPleuralPressure,Removed,1.854,0.59
272,AirLeakFlow,NotRemoved,0.865,0.437
272,AirLeakFlow,Removed,170.381,999.39
272,LOWESSFluidOutput,NotRemoved,0.0,0.0
272,LOWESSFluidOutput,Removed,0.0,0.0
272,MeasuredPleuralPressure,NotRemoved,0.629,0.138
272,MeasuredPleuralPressure,Removed,1.861,0.509
273,AirLeakFlow,NotRemoved,1.34,0.884
273,AirLeakFlow,Removed,169.062,999.61
273,LOWESSFluidOutput,NotRemoved,0.0,0.0
273,LOWESSFluidOutput,Removed,0.0,0.0
273,MeasuredPleuralPressure,NotRemoved,0.501,0.117
273,MeasuredPleuralPressure,Removed,1.839,0.59
274,AirLeakFlow,NotRemoved,1.187,0.601
274,AirLeakFlow,Removed,4.072,7.259
274,LOWESSFluidOutput,NotRemoved,0.0,0.0
274,LOWESSFluidOutput,Removed,0.0,0.0
274,MeasuredPleuralPressure,NotRemoved,0.706,0.117
274,MeasuredPleuralPressure,Removed,1.854,0.529
275,AirLeakFlow,NotRemoved,10.802,11.119
275,AirLeakFlow,Removed,6.19,5.975
275,LOWESSFluidOutput,NotRemoved,0.0,0.0
275,LOWESSFluidOutput,Removed,0.0,0.0
275,MeasuredPleuralPressure,NotRemoved,0.77,0.139
275,MeasuredPleuralPressure,Removed,1.804,0.599
276,AirLeakFlow,NotRemoved,35.808,18.231
276,AirLeakFlow,Removed,23.015,50.761
276,LOWESSFluidOutput,NotRemoved,0.0,0.0
276,LOWESSFluidOutput,Removed,0.0,0.0
276,MeasuredPleuralPressure,NotRemoved,0.757,0.22
276,MeasuredPleuralPressure,Removed,1.802,0.571
277,AirLeakFlow,NotRemoved,312.257,763.832
277,AirLeakFlow,Removed,24.698,57.578
277,LOWESSFluidOutput,NotRemoved,0.0,0.0
277,LOWESSFluidOutput,Removed,0.0,0.0
277,MeasuredPleuralPressure,NotRemoved,0.576,0.328
277,MeasuredPleuralPressure,Removed,1.858,0.629
278,AirLeakFlow,NotRemoved,8.109,9.901
278,AirLeakFlow,Removed,7.56,12.415
278,LOWESSFluidOutput,NotRemoved,0.0,0.0
278,LOWESSFluidOutput,Removed,0.0,0.0
278,MeasuredPleuralPressure,NotRemoved,0.71,0.282
278,MeasuredPleuralPressure,Removed,1.665,0.552
279,AirLeakFlow,NotRemoved,18.573,15.521
279,AirLeakFlow,Removed,10.194,23.287
279,LOWESSFluidOutput,NotRemoved,0.0,0.0
279,LOWESSFluidOutput,Removed,0.0,0.0
279,MeasuredPleuralPressure,NotRemoved,0.557,0.3
279,MeasuredPleuralPressure,Removed,1.694,0.461
280,AirLeakFlow,NotRemoved,0.713,0.544
280,AirLeakFlow,Removed,21.657,31.937
280,LOWESSFluidOutput,NotRemoved,0.0,0.0
280,LOWESSFluidOutput,Removed,0.0,0.0
280,MeasuredPleuralPressure,NotRemoved,0.595,0.276
280,MeasuredPleuralPressure,Removed,1.622,0.55
281,AirLeakFlow,NotRemoved,1.522,0.657
281,AirLeakFlow,Removed,521.568,1687.512
281,LOWESSFluidOutput,NotRemoved,0.0,0.0
281,LOWESSFluidOutput,Removed,0.0,0.0
281,MeasuredPleuralPressure,NotRemoved,0.712,0.234
281,MeasuredPleuralPressure,Removed,1.575,0.556
282,AirLeakFlow,NotRemoved,1.239,0.905
282,AirLeakFlow,Removed,263.189,1222.128
282,LOWESSFluidOutput,NotRemoved,0.0,0.0
282,LOWESSFluidOutput,Removed,0.0,0.0
282,MeasuredPleuralPressure,NotRemoved,0.627,0.171
282,MeasuredPleuralPressure,Removed,1.633,0.663
283,AirLeakFlow,NotRemoved,0.332,0.519
283,AirLeakFlow,Removed,2.09,1.736
283,LOWESSFluidOutput,NotRemoved,0.0,0.0
283,LOWESSFluidOutput,Removed,0.0,0.0
283,MeasuredPleuralPressure,NotRemoved,0.71,0.276
283,MeasuredPleuralPressure,Removed,1.507,0.608
284,AirLeakFlow,NotRemoved,0.838,1.218
284,AirLeakFlow,Removed,1.928,1.714
284,LOWESSFluidOutput,NotRemoved,0.0,0.0
284,LOWESSFluidOutput,Removed,0.0,0.0
284,MeasuredPleuralPressure,NotRemoved,0.502,0.106
284,MeasuredPleuralPressure,Removed,1.631,0.653
285,AirLeakFlow,NotRemoved,3.738,2.793
285,AirLeakFlow,Removed,242.989,1186.805
285,LOWESSFluidOutput,NotRemoved,0.0,0.0
285,LOWESSFluidOutput,Removed,0.0,0.0
285,MeasuredPleuralPressure,NotRemoved,0.708,0.094
285,MeasuredPleuralPressure,Removed,1.619,0.583
286,AirLeakFlow,NotRemoved,6.866,3.258
286,AirLeakFlow,Removed,0.877,0.792
286,LOWESSFluidOutput,NotRemoved,0.0,0.0
286,LOWESSFluidOutput,Removed,0.0,0.0
286,MeasuredPleuralPressure,NotRemoved,0.613,0.224
286,MeasuredPleuralPressure,Removed,1.611,0.703
287,AirLeakFlow,NotRemoved,1006.416,2446.35
287,AirLeakFlow,Removed,3.058,3.845
287,LOWESSFluidOutput,NotRemoved,0.0,0.0
287,LOWESSFluidOutput,Removed,0.0,0.0
287,MeasuredPleuralPressure,NotRemoved,0.527,0.228
287,MeasuredPleuralPressure,Removed,1.554,0.683
288,AirLeakFlow,NotRemoved,9.767,1.518
288,AirLeakFlow,Removed,3.672,3.557
288,LOWESSFluidOutput,NotRemoved,0.0,0.0
288,LOWESSFluidOutput,Removed,0.0,0.0
288,MeasuredPleuralPressure,NotRemoved,0.576,0.131
288,MeasuredPleuralPressure,Removed,1.571,0.678
289,AirLeakFlow,NotRemoved,19.036,13.234
289,AirLeakFlow,Removed,7.358,14.452
289,LOWESSFluidOutput,NotRemoved,0.0,0.0
289,LOWESSFluidOutput,Removed,0.0,0.0
289,MeasuredPleuralPressure,NotRemoved,0.656,0.211
289,MeasuredPleuralPressure,Removed,1.533,0.647
290,AirLeakFlow,NotRemoved,27.26,18.625
290,AirLeakFlow,Removed,255.343,1223.628
290,LOWESSFluidOutput,NotRemoved,0.0,0.0
290,LOWESSFluidOutput,Removed,0.0,0.0
290,MeasuredPleuralPressure,NotRemoved,0.622,0.108
290,MeasuredPleuralPressure,Removed,1.538,0.643
291,AirLeakFlow,NotRemoved,2.595,1.72
291,AirLeakFlow,Removed,5.507,6.178
291,LOWESSFluidOutput,NotRemoved,0.0,0.0
291,LOWESSFluidOutput,Removed,0.0,0.0
291,MeasuredPleuralPressure,NotRemoved,0.683,0.283
291,MeasuredPleuralPressure,Removed,1.66,0.621
292,AirLeakFlow,NotRemoved,1.777,1.574
292,AirLeakFlow,Removed,252.829,1224.145
292,LOWESSFluidOutput,NotRemoved,0.0,0.0
292,LOWESSFluidOutput,Removed,0.0,0.0
292,MeasuredPleuralPressure,NotRemoved,0.588,0.22
292,MeasuredPleuralPressure,Removed,1.587,0.649
293,AirLeakFlow,NotRemoved,1.736,1.987
293,AirLeakFlow,Removed,253.053,1224.1
293,LOWESSFluidOutput,NotRemoved,0.0,0.0
293,LOWESSFluidOutput,Removed,0.0,0.0
293,MeasuredPleuralPressure,NotRemoved,0.66,0.209
293,MeasuredPleuralPressure,Removed,1.543,0.705
294,AirLeakFlow,NotRemoved,0.838,0.481
294,AirLeakFlow,Removed,13.629,25.649
294,LOWESSFluidOutput,NotRemoved,0.0,0.0
294,LOWESSFluidOutput,Removed,0.0,0.0
294,MeasuredPleuralPressure,NotRemoved,0.727,0.217
294,MeasuredPleuralPressure,Removed,1.593,0.672
295,AirLeakFlow,NotRemoved,4.246,2.417
295,AirLeakFlow,Removed,4.567,5.002
295,LOWESSFluidOutput,NotRemoved,0.0,0.0
295,LOWESSFluidOutput,Removed,0.0,0.0
295,MeasuredPleuralPressure,NotRemoved,0.554,0.096
295,MeasuredPleuralPressure,Removed,1.565,0.629
296,AirLeakFlow,NotRemoved,1.992,1.783
296,AirLeakFlow,Removed,2.779,1.397
296,LOWESSFluidOutput,NotRemoved,0.0,0.0
296,LOWESSFluidOutput,Removed,0.0,0.0
296,MeasuredPleuralPressure,NotRemoved,0.646,0.162
296,MeasuredPleuralPressure,Removed,1.548,0.666
297,AirLeakFlow,NotRemoved,1.094,0.392
297,AirLeakFlow,Removed,2.824,1.689
297,LOWESSFluidOutput,NotRemoved,0.0,0.0
297,LOWESSFluidOutput,Removed,0.0,0.0
297,MeasuredPleuralPressure,NotRemoved,0.681,0.13
297,MeasuredPleuralPressure,Removed,1.587,0.672
298,AirLeakFlow,NotRemoved,3.206,1.269
298,AirLeakFlow,Removed,222.949,1086.934
298,LOWESSFluidOutput,NotRemoved,0.0,0.0
298,LOWESSFluidOutput,Removed,0.0,0.0
298,MeasuredPleuralPressure,NotRemoved,0.548,0.104
298,MeasuredPleuralPressure,Removed,1.478,0.638
299,AirLeakFlow,NotRemoved,2.831,1.521
299,AirLeakFlow,Removed,251.969,1224.327
299,LOWESSFluidOutput,NotRemoved,0.0,0.0
299,LOWESSFluidOutput,Removed,0.0,0.0
299,MeasuredPleuralPressure,NotRemoved,0.551,0.315
299,MeasuredPleuralPressure,Removed,1.527,0.662
300,AirLeakFlow,NotRemoved,45.207,65.924
300,AirLeakFlow,Removed,8.853,13.659
300,LOWESSFluidOutput,NotRemoved,0.0,0.0
300,LOWESSFluidOutput,Removed,0.0,0.0
300,MeasuredPleuralPressure,NotRemoved,0.701,0.202
300,MeasuredPleuralPressure,Removed,1.536,0.633
301,AirLeakFlow,NotRemoved,143.61,69.867
301,AirLeakFlow,Removed,7.795,9.198
301,LOWESSFluidOutput,NotRemoved,0.0,0.0
301,LOWESSFluidOutput,Removed,0.0,0.0
301,MeasuredPleuralPressure,NotRemoved,0.636,0.152
301,MeasuredPleuralPressure,Removed,1.542,0.584
302,AirLeakFlow,NotRemoved,3.258,1.16
302,AirLeakFlow,Removed,6.195,7.736
302,LOWESSFluidOutput,NotRemoved,0.0,0.0
302,LOWESSFluidOutput,Removed,0.0,0.0
302,MeasuredPleuralPressure,NotRemoved,0.663,0.231
302,MeasuredPleuralPressure,Removed,1.582,0.722
303,AirLeakFlow,NotRemoved,2.357,0.761
303,AirLeakFlow,Removed,259.457,1222.794
303,LOWESSFluidOutput,NotRemoved,0.0,0.0
303,LOWESSFluidOutput,Removed,0.0,0.0
303,MeasuredPleuralPressure,NotRemoved,0.683,0.145
303,MeasuredPleuralPressure,Removed,1.514,0.621
304,AirLeakFlow,NotRemoved,1.493,1.337
304,AirLeakFlow,Removed,4.499,5.295
304,LOWESSFluidOutput,NotRemoved,0.0,0.0
304,LOWESSFluidOutput,Removed,0.0,0.0
304,MeasuredPleuralPressure,NotRemoved,0.534,0.313
304,MeasuredPleuralPressure,Removed,1.543,0.648
305,AirLeakFlow,NotRemoved,1.848,1.358
305,AirLeakFlow,Removed,480.869,1617.767
305,LOWESSFluidOutput,NotRemoved,0.0,0.0
305,LOWESSFluidOutput,Removed,0.0,0.0
305,MeasuredPleuralPressure,NotRemoved,0.702,0.195
305,MeasuredPleuralPressure,Removed,1.53,0.717
306,AirLeakFlow,NotRemoved,0.91,0.588
306,AirLeakFlow,Removed,3.325,7.881
306,LOWESSFluidOutput,NotRemoved,0.0,0.0
306,LOWESSFluidOutput,Removed,0.0,0.0
306,MeasuredPleuralPressure,NotRemoved,0.77,0.159
306,MeasuredPleuralPressure,Removed,1.556,0.645
307,AirLeakFlow,NotRemoved,36.462,63.653
307,AirLeakFlow,Removed,1.918,1.185
307,LOWESSFluidOutput,NotRemoved,0.0,0.0
307,LOWESSFluidOutput,Removed,0.0,0.0
307,MeasuredPleuralPressure,NotRemoved,0.726,0.18
307,MeasuredPleuralPressure,Removed,1.513,0.656
308,AirLeakFlow,NotRemoved,126.097,40.818
308,AirLeakFlow,Removed,101.014,386.056
308,LOWESSFluidOutput,NotRemoved,0.0,0.0
308,LOWESSFluidOutput,Removed,0.0,0.0
308,MeasuredPleuralPressure,NotRemoved,0.68,0.272
308,MeasuredPleuralPressure,Removed,1.576,0.657
309,AirLeakFlow,NotRemoved,55.484,51.263
309,AirLeakFlow,Removed,23.152,38.65
309,LOWESSFluidOutput,NotRemoved,0.0,0.0
309,LOWESSFluidOutput,Removed,0.0,0.0
309,MeasuredPleuralPressure,NotRemoved,0.624,0.118
309,MeasuredPleuralPressure,Removed,1.541,0.66
310,AirLeakFlow,NotRemoved,40.726,16.796
310,AirLeakFlow,Removed,341.867,1404.382
310,LOWESSFluidOutput,NotRemoved,0.0,0.0
310,LOWESSFluidOutput,Removed,0.0,0.0
310,MeasuredPleuralPressure,NotRemoved,0.974,0.262
310,MeasuredPleuralPressure,Removed,1.269,0.606
311,AirLeakFlow,NotRemoved,65.741,72.328
311,AirLeakFlow,Removed,19.454,20.234
311,LOWESSFluidOutput,NotRemoved,0.0,0.0
311,LOWESSFluidOutput,Removed,0.0,0.0
311,MeasuredPleuralPressure,NotRemoved,0.9,0.133
311,MeasuredPleuralPressure,Removed,1.363,0.592
312,AirLeakFlow,NotRemoved,1.345,0.685
312,AirLeakFlow,Removed,10.203,14.57
312,LOWESSFluidOutput,NotRemoved,0.0,0.0
312,LOWESSFluidOutput,Removed,0.0,0.0
312,MeasuredPleuralPressure,NotRemoved,0.766,0.219
312,MeasuredPleuralPressure,Removed,1.327,0.636
313,AirLeakFlow,NotRemoved,1.407,1.095
313,AirLeakFlow,Removed,338.944,1412.838
313,LOWESSFluidOutput,NotRemoved,0.0,0.0
313,LOWESSFluidOutput,Removed,0.0,0.0
313,MeasuredPleuralPressure,NotRemoved,0.835,0.232
313,MeasuredPleuralPressure,Removed,1.311,0.714
314,AirLeakFlow,NotRemoved,1.169,1.589
314,AirLeakFlow,Removed,8.676,11.25
314,LOWESSFluidOutput,NotRemoved,0.0,0.0
314,LOWESSFluidOutput,Removed,0.0,0.0
314,MeasuredPleuralPressure,NotRemoved,0.826,0.151
314,MeasuredPleuralPressure,Removed,1.331,0.717
315,AirLeakFlow,NotRemoved,2.474,0.967
315,AirLeakFlow,Removed,19.808,17.823
315,LOWESSFluidOutput,NotRemoved,0.0,0.0
315,LOWESSFluidOutput,Removed,0.0,0.0
315,MeasuredPleuralPressure,NotRemoved,0.689,0.136
315,MeasuredPleuralPressure,Removed,1.307,0.609
316,AirLeakFlow,NotRemoved,2.216,1.548
316,AirLeakFlow,Removed,358.668,1408.012
316,LOWESSFluidOutput,NotRemoved,0.0,0.0
316,LOWESSFluidOutput,Removed,0.0,0.0
316,MeasuredPleuralPressure,NotRemoved,0.689,0.1
316,MeasuredPleuralPressure,Removed,1.379,0.613
317,AirLeakFlow,NotRemoved,9.438,7.605
317,AirLeakFlow,Removed,341.226,1412.322
317,LOWESSFluidOutput,NotRemoved,0.0,0.0
317,LOWESSFluidOutput,Removed,0.0,0.0
317,MeasuredPleuralPressure,NotRemoved,0.844,0.17
317,MeasuredPleuralPressure,Removed,1.445,0.686
318,AirLeakFlow,NotRemoved,9.461,7.847
318,AirLeakFlow,Removed,229.21,904.334
318,LOWESSFluidOutput,NotRemoved,0.0,0.0
318,LOWESSFluidOutput,Removed,0.0,0.0
318,MeasuredPleuralPressure,NotRemoved,0.553,0.268
318,MeasuredPleuralPressure,Removed,1.328,0.656
319,AirLeakFlow,NotRemoved,0.906,0.496
319,AirLeakFlow,Removed,400.129,1399.771
319,LOWESSFluidOutput,NotRemoved,0.0,0.0
319,LOWESSFluidOutput,Removed,0.0,0.0
319,MeasuredPleuralPressure,NotRemoved,0.719,0.187
319,MeasuredPleuralPressure,Removed,1.391,0.658
320,AirLeakFlow,NotRemoved,1.405,0.995
320,AirLeakFlow,Removed,334.578,1248.786
320,LOWESSFluidOutput,NotRemoved,0.0,0.0
320,LOWESSFluidOutput,Removed,0.0,0.0
320,MeasuredPleuralPressure,NotRemoved,0.762,0.226
320,MeasuredPleuralPressure,Removed,1.465,0.627
321,AirLeakFlow,NotRemoved,49.419,44.791
321,AirLeakFlow,Removed,38.611,42.239
321,LOWESSFluidOutput,NotRemoved,0.0,0.0
321,LOWESSFluidOutput,Removed,0.0,0.0
321,MeasuredPleuralPressure,NotRemoved,0.582,0.131
321,MeasuredPleuralPressure,Removed,1.418,0.684
322,AirLeakFlow,NotRemoved,34.784,30.823
322,AirLeakFlow,Removed,25.695,49.647
322,LOWESSFluidOutput,NotRemoved,0.0,0.0
322,LOWESSFluidOutput,Removed,0.0,0.0
322,MeasuredPleuralPressure,NotRemoved,0.688,0.133
322,MeasuredPleuralPressure,Removed,1.316,0.612
323,AirLeakFlow,NotRemoved,23.179,52.137
323,AirLeakFlow,Removed,334.644,1413.887
323,LOWESSFluidOutput,NotRemoved,0.0,0.0
323,LOWESSFluidOutput,Removed,0.0,0.0
323,MeasuredPleuralPressure,NotRemoved,0.748,0.238
323,MeasuredPleuralPressure,Removed,1.411,0.599
324,AirLeakFlow,NotRemoved,6.572,10.253
324,AirLeakFlow,Removed,5.801,8.698
324,LOWESSFluidOutput,NotRemoved,0.0,0.0
324,LOWESSFluidOutput,Removed,0.0,0.0
324,MeasuredPleuralPressure,NotRemoved,0.786,0.215
324,MeasuredPleuralPressure,Removed,1.402,0.635
325,AirLeakFlow,NotRemoved,24.753,7.801
325,AirLeakFlow,Removed,3.932,8.801
325,LOWESSFluidOutput,NotRemoved,0.0,0.0
325,LOWESSFluidOutput,Removed,0.0,0.0
325,MeasuredPleuralPressure,NotRemoved,0.749,0.117
325,MeasuredPleuralPressure,Removed,1.324,0.664
326,AirLeakFlow,NotRemoved,13.925,18.622
326,AirLeakFlow,Removed,2.273,3.244
326,LOWESSFluidOutput,NotRemoved,0.0,0.0
326,LOWESSFluidOutput,Removed,0.0,0.0
326,MeasuredPleuralPressure,NotRemoved,0.796,0.223
326,MeasuredPleuralPressure,Removed,1.368,0.622
327,AirLeakFlow,NotRemoved,3.154,1.174
327,AirLeakFlow,Removed,299.404,1209.982
327,LOWESSFluidOutput,NotRemoved,0.0,0.0
327,LOWESSFluidOutput,Removed,0.0,0.0
327,MeasuredPleuralPressure,NotRemoved,0.878,0.238
327,MeasuredPleuralPressure,Removed,1.432,0.665
328,AirLeakFlow,NotRemoved,3.246,2.633
328,AirLeakFlow,Removed,6.657,10.184
328,LOWESSFluidOutput,NotRemoved,0.0,0.0
328,LOWESSFluidOutput,Removed,0.0,0.0
328,MeasuredPleuralPressure,NotRemoved,0.781,0.117
328,MeasuredPleuralPressure,Removed,1.389,0.608
329,AirLeakFlow,NotRemoved,237.976,527.319
329,AirLeakFlow,Removed,13.941,18.269
329,LOWESSFluidOutput,NotRemoved,0.0,0.0
329,LOWESSFluidOutput,Removed,0.0,0.0
329,MeasuredPleuralPressure,NotRemoved,0.842,0.179
329,MeasuredPleuralPressure,Removed,1.455,0.54
330,AirLeakFlow,NotRemoved,17.953,17.923
330,AirLeakFlow,Removed,349.165,1410.693
330,LOWESSFluidOutput,NotRemoved,0.0,0.0
330,LOWESSFluidOutput,Removed,0.0,0.0
330,MeasuredPleuralPressure,NotRemoved,0.859,0.18
330,MeasuredPleuralPressure,Removed,1.346,0.52
331,AirLeakFlow,NotRemoved,45.828,73.916
331,AirLeakFlow,Removed,25.194,39.444
331,LOWESSFluidOutput,NotRemoved,0.0,0.0
331,LOWESSFluidOutput,Removed,0.0,0.0
331,MeasuredPleuralPressure,NotRemoved,0.988,0.098
331,MeasuredPleuralPressure,Removed,1.424,0.639
332,AirLeakFlow,NotRemoved,112.24,58.175
332,AirLeakFlow,Removed,8.901,22.997
332,LOWESSFluidOutput,NotRemoved,0.0,0.0
332,LOWESSFluidOutput,Removed,0.0,0.0
332,MeasuredPleuralPressure,NotRemoved,0.749,0.189
332,MeasuredPleuralPressure,Removed,1.422,0.61
333,AirLeakFlow,NotRemoved,9.647,20.83
333,AirLeakFlow,Removed,311.573,1305.511
333,LOWESSFluidOutput,NotRemoved,0.0,0.0
333,LOWESSFluidOutput,Removed,0.0,0.0
333,MeasuredPleuralPressure,NotRemoved,0.981,0.173
333,MeasuredPleuralPressure,Removed,1.446,0.512
334,AirLeakFlow,NotRemoved,1.375,0.791
334,AirLeakFlow,Removed,1.348,0.993
334,LOWESSFluidOutput,NotRemoved,0.0,0.0
334,LOWESSFluidOutput,Removed,0.0,0.0
334,MeasuredPleuralPressure,NotRemoved,0.964,0.136
334,MeasuredPleuralPressure,Removed,1.347,0.486
335,AirLeakFlow,NotRemoved,2.221,0.69
335,AirLeakFlow,Removed,1.283,1.052
335,LOWESSFluidOutput,NotRemoved,0.0,0.0
335,LOWESSFluidOutput,Removed,0.0,0.0
335,MeasuredPleuralPressure,NotRemoved,0.879,0.254
335,MeasuredPleuralPressure,Removed,1.342,0.456
336,AirLeakFlow,NotRemoved,1.485,1.066
336,AirLeakFlow,Removed,334.601,1413.898
336,LOWESSFluidOutput,NotRemoved,0.0,0.0
336,LOWESSFluidOutput,Removed,0.0,0.0
336,MeasuredPleuralPressure,NotRemoved,0.836,0.166
336,MeasuredPleuralPressure,Removed,1.403,0.515
337,AirLeakFlow,NotRemoved,15.147,11.263
337,AirLeakFlow,Removed,12.016,30.853
337,LOWESSFluidOutput,NotRemoved,0.0,0.0
337,LOWESSFluidOutput,Removed,0.0,0.0
337,MeasuredPleuralPressure,NotRemoved,0.98,0.202
337,MeasuredPleuralPressure,Removed,1.399,0.577
338,AirLeakFlow,NotRemoved,15.398,12.468
338,AirLeakFlow,Removed,25.32,26.928
338,LOWESSFluidOutput,NotRemoved,0.0,0.0
338,LOWESSFluidOutput,Removed,0.0,0.0
338,MeasuredPleuralPressure,NotRemoved,0.828,0.128
338,MeasuredPleuralPressure,Removed,1.405,0.528
339,AirLeakFlow,NotRemoved,2.62,1.693
339,AirLeakFlow,Removed,6.435,10.618
339,LOWESSFluidOutput,NotRemoved,0.0,0.0
339,LOWESSFluidOutput,Removed,0.0,0.0
339,MeasuredPleuralPressure,NotRemoved,0.928,0.147
339,MeasuredPleuralPressure,Removed,1.4,0.51
340,AirLeakFlow,NotRemoved,3.518,1.59
340,AirLeakFlow,Removed,2.616,2.984
340,LOWESSFluidOutput,NotRemoved,0.0,0.0
340,LOWESSFluidOutput,Removed,0.0,0.0
340,MeasuredPleuralPressure,NotRemoved,0.975,0.15
340,MeasuredPleuralPressure,Removed,1.354,0.548
341,AirLeakFlow,NotRemoved,2.385,2.087
341,AirLeakFlow,Removed,3.561,3.447
341,LOWESSFluidOutput,NotRemoved,0.0,0.0
341,LOWESSFluidOutput,Removed,0.0,0.0
341,MeasuredPleuralPressure,NotRemoved,0.869,0.224
341,MeasuredPleuralPressure,Removed,1.417,0.595
342,AirLeakFlow,NotRemoved,2.6,2.029
342,AirLeakFlow,Removed,3.924,4.285
342,LOWESSFluidOutput,NotRemoved,0.0,0.0
342,LOWESSFluidOutput,Removed,0.0,0.0
342,MeasuredPleuralPressure,NotRemoved,0.879,0.173
342,MeasuredPleuralPressure,Removed,1.401,0.496
343,AirLeakFlow,NotRemoved,1.361,0.74
343,AirLeakFlow,Removed,7.107,9.808
343,LOWESSFluidOutput,NotRemoved,0.0,0.0
343,LOWESSFluidOutput,Removed,0.0,0.0
343,MeasuredPleuralPressure,NotRemoved,0.995,0.137
343,MeasuredPleuralPressure,Removed,1.401,0.509
344,AirLeakFlow,NotRemoved,2.535,1.595
344,AirLeakFlow,Removed,7.075,11.901
344,LOWESSFluidOutput,NotRemoved,0.0,0.0
344,LOWESSFluidOutput,Removed,0.0,0.0
344,MeasuredPleuralPressure,NotRemoved,1.011,0.236
344,MeasuredPleuralPressure,Removed,1.219,0.522
345,AirLeakFlow,NotRemoved,2.254,0.696
345,AirLeakFlow,Removed,2.822,2.074
345,LOWESSFluidOutput,NotRemoved,0.0,0.0
345,LOWESSFluidOutput,Removed,0.0,0.0
345,MeasuredPleuralPressure,NotRemoved,0.866,0.102
345,MeasuredPleuralPressure,Removed,1.282,0.483
346,AirLeakFlow,NotRemoved,1.176,0.74
346,AirLeakFlow,Removed,1.996,1.536
346,LOWESSFluidOutput,NotRemoved,0.0,0.0
346,LOWESSFluidOutput,Removed,0.0,0.0
